train_loss	val_loss
0.8707949832532491	0.11592682439898445
0.12074172624962541	0.11328152304681162
0.1140424425638015	0.11047542344738234
0.11021208838895949	0.10466687810404172
0.10748783967163703	0.10529575314626537
0.10663367779696596	0.10354730268847985
0.10436052052420344	0.09967772109777108
0.10270151346076864	0.0991613800212867
0.10040756930757336	0.09622875337084663
0.09810064514722175	0.0937333149938322
0.09622230736260604	0.09358312134623095
0.09290834931209542	0.08879849264238304
0.0895371086487022	0.08877443449240642
0.0865282771830748	0.08423059697066618
0.08385954458118612	0.07981508365144944
0.079607250892147	0.07627171226647629
0.07708163067050602	0.09879932455277068
0.07351476127855719	0.06931324908566158
0.07040881099767406	0.06323868817364867
0.06580639852665097	0.0618425235227321
0.06173639426497295	0.05635896480969967
0.058139333448642146	0.05492199615472894
0.06241014634447422	0.05297209337918281
0.05495387768700353	0.04756805719939128
0.04878017842375263	0.04361364415387673
0.047198970396149134	0.04075696132926992
0.046695705737024265	0.03897455082331656
0.04047418905101674	0.03401949983773357
0.03861004799773427	0.03168209404555097
0.03609171656078337	0.028893123551638603
0.03153644079282626	0.025391243180468023
0.029770236049685452	0.02555196655216728
0.0287891034565035	0.03787660727998882
0.029799963001492794	0.022213011772095174
0.03135105607562851	0.02425701813288078
0.029406422987890153	0.022053414248515646
0.02716814762083479	0.02047780393339402
0.0247022456237747	0.018631250666419148
0.026857922109643204	0.018879755233451635
0.025561444426134988	0.017470192460171317
0.025396329209926786	0.018729121628090144
0.02379516729299817	0.017172117967756164
0.02461675085859736	0.017630472201561193
0.02435654679521045	0.01740983324309346
0.02625460993129974	0.01931187309961389
0.02506273692187534	0.01734725357919589
0.03184920263446741	0.02363749254188594
0.02834820523407884	0.018963965558601227
0.027472562874321184	0.02185847714535084
0.02597155461760347	0.018775888434875904
0.028860448434991175	0.019314783368168074
0.026030826047837508	0.01819656378437916
0.024841986968409138	0.017942122423609194
0.026524650908316467	0.019593293664669893
0.024868856073975112	0.018669373213348432
0.026134920987126282	0.01785644771815013
0.02439100670263819	0.016782043581691084
0.030750464787090547	0.01986764196598514
0.02979050537110051	0.019636752086900647
0.02891742033991322	0.018828437470433824
0.02815493805992412	0.01847961771467844
0.02764266939034478	0.018165991045052246
0.03597086657697796	18.232276940226544
0.036438919567205505	0.025258457601589932
0.033980097153377214	0.023704339898199277
0.03192423057367423	0.022480804226160386
0.03180823582022087	0.02175251282214764
0.031368505868124154	0.021061196757524797
0.030418086078701036	0.020549147672116373
0.030014805519655123	0.020157801592853918
0.028549103064738908	0.019719728615911244
0.029370297487325163	0.019291218613259005
0.02871746554696098	0.018942944406306898
0.030569691121651373	0.020271762935534805
0.03004734737741818	0.019968067519201573
0.031517419335212286	0.020045813075925574
0.029381378862341347	0.019653220475592766
0.029700883860795498	0.019397556477521744
0.030390221619397615	0.01927879418913971
0.029930170403973028	0.019141891582804053
0.029548109691235547	0.0191609934381525
0.029253524215045942	0.019056056472671445
0.028636549551934287	0.019006951316260973
0.030428100106154436	0.01902807853350923
0.029315528451034308	0.018995920665414723
0.028246089998308733	0.018978225899878468
0.030199338452070106	0.018952436211190377
