real_values predictions
0.5 0.2905773266505542
0.5 0.3626574033849821
0.5 0.6772835350454053
0.5 0.48268169350135637
0.5 0.28046553497416227
0.5 0.5715577882369229
0.5 0.4295494745779606
0.5 0.36406839193132357
0.5 0.42434891745043035
0.5 0.3879614699966874
0.5 0.5410061788407697
0.5 0.2373423669464393
0.5 0.3291925625359821
0.4975 0.39717039399273274
0.4975 0.31762266970948794
0.4975 0.46019265754656447
0.4875 0.5543433896077576
0.475 0.5398384346366015
0.425 0.5125116005716684
0.4075 0.23543893455805082
0.345 0.43363832637901134
0.2525 0.4413177637036238
0.1875 0.2572025285248245
0.17 0.33275909380926094
0.205 0.2739624773727872
0.24 0.7396726991022536
0.2775 0.5309141729175233
0.255 0.35311970227363737
0.2675 0.31929949584297107
0.2725 0.5842593581201252
0.305 0.28349024530268563
0.3475 0.45134157878177494
0.365 0.27798485655934946
0.415 0.656980170709682
0.4625 0.49705517344520206
0.4875 0.3083857291207258
0.495 0.39500078775402536
0.4925 0.2924110725462799
0.4975 0.34701713889250363
0.5 0.47546796052562
0.5 0.6299001999613032
0.4975 0.3676339016151774
0.485 0.44834704199025105
0.4475 0.34835464791520077
0.4225 0.2975933109399594
0.435 0.5055969254113885
0.47 0.484581105092726
0.4675 0.4275304053526595
0.4575 0.5114929298413367
0.4675 0.46720670332222475
0.46 0.5399685877680213
0.44 0.1814208800841762
0.4025 0.3336623467070856
0.355 0.38028925190135865
0.305 0.34567065274437825
0.2325 0.24440286402828473
0.17 0.37147851767502593
0.14 0.39842497002319854
0.1225 0.24906137766675077
0.1125 0.4789064216984707
0.1325 0.1948713187132165
0.1925 0.7126099119874746
0.245 0.5727376268941058
0.335 0.3482508467891095
0.4075 0.5959027950913711
0.45 0.12914959903817058
0.47 0.1736521449380428
0.4875 0.5426234085983113
0.4975 0.5994585113726381
0.4975 0.2725628351848025
0.49 0.43819000139284214
0.4875 0.37659877412776005
0.4775 0.2617072985868365
0.445 0.23406308049305855
0.3925 0.4311744449392011
0.35 0.4417993515292237
0.345 0.4964612943872887
0.355 0.20870123685955375
0.3175 0.3874310517035276
0.305 0.39670150192239406
0.285 0.3948634443457791
0.275 0.48922004683551923
0.27 0.26741076879550113
0.2575 0.40263355793648287
0.2825 0.4244396250279726
0.3075 0.4051163265171972
0.315 0.26513653071688126
0.3025 0.07256264138375973
0.3125 0.337190546032473
0.355 0.3402613204585728
0.385 0.47743434178462
0.39 0.3120148852398429
0.39 0.250302944994205
0.3725 0.42921284002786747
0.3175 0.34529580904558843
0.2725 0.3419103295402426
0.22 0.3913255161101266
0.185 0.28271895831171845
0.175 0.5640721795399013
0.175 0.42212081149563296
0.1575 0.48958376367711154
0.17 0.6420342736642086
0.17 0.3041878084912022
0.1575 0.2906316332304294
0.1425 0.4525795650610733
0.1475 0.5246440178611013
0.1575 0.39212395588424154
0.1975 0.3424471955718108
0.235 0.3502975564301415
0.27 0.3880197730485297
0.2825 0.4231753044359018
0.3175 0.5654706089655765
0.37 0.36736375853873426
0.3975 0.47675035047721537
0.4225 0.4197610486458734
0.4525 0.528814619961405
0.4925 0.33428689875697004
0.5 0.18275095130410682
0.5 0.4316786500561975
0.5 0.33373820614712985
0.4975 0.38126619625941033
0.5025 0.36815592037503236
0.45 0.36304806923290195
0.4075 0.20814774419254448
0.405 0.41899717717146223
0.4325 0.19386912503233036
0.43 0.6274633176100957
0.4275 0.2650255587013469
0.4225 0.5155899222244127
0.4225 0.48778063207084665
0.41 0.6426760974820294
0.39 0.4481704541856995
0.405 0.2889478357526219
0.4075 0.5119182543363825
0.33 0.6142610024727599
0.3175 0.1897876451038339
0.355 0.3023051287069818
0.4 0.3826802730579815
0.41 0.33406375361355073
0.485 0.3925212274632009
0.4875 0.22184628554007202
0.4875 0.4332548816863143
0.49 0.22262187698444424
0.4925 0.13860622187610883
0.4925 0.4452597114574891
0.4925 0.6232156405595641
0.49 0.4122624583716438
0.49 0.3797629734972158
0.48 0.24641723565595244
0.4825 0.1783348219244134
0.475 0.3556261861562653
0.48 0.3668699100933832
0.475 0.4460737169216765
0.4625 0.2290096606921373
0.455 0.1685484999292141
0.47 0.6405854392565825
0.4825 0.5486521220778484
0.4825 0.5515502509687688
0.445 0.5358155597953562
0.385 0.45263465901084743
0.3125 0.3705562813604736
0.295 0.4012452381172706
0.3175 0.5660481300531224
0.35 0.30946918206414015
